1328,26,1462,182
1712,686,1256,939
1817,1128,1151,59
1366,210,1385,651
1035,942,1611,321
161,1214,401,408
1996,276,877,985
234,596,1039,1905
1822,1603,786,1210
706,1068,841,878
184,1991,1540,935
1751,1308,458,571
342,600,1305,407
301,503,1680,832
1162,1297,1297,1553
1265,1197,1670,1083
341,1911,1405,983
385,241,1738,890
1973,299,1884,827
957,1558,1378,511
1148,132,321,1608
1821,247,925,309
1697,172,66,1342
304,1121,364,1837
1380,804,128,930
86,1980,577,918
1232,983,1201,395
1212,1889,1166,322
860,1405,1758,960
1964,1457,753,1019
1547,1725,1903,1758
364,380,1778,1986
1124,127,969,839
976,1708,68,263
1890,1903,1594,576
768,367,641,714
1100,645,1641,463
967,1792,1671,1517
652,1620,931,1954
0,683,134,646
1612,1554,290,358
42,1765,855,735
1273,1577,1231,823
240,483,1886,1095
71,1411,773,1723
713,783,1582,902
984,1497,1336,778
938,1532,485,1814
978,1000,1,1155
1704,1440,134,1392
1194,975,1785,1918
170,1842,1708,1793
1212,1221,356,511
1419,874,1577,339
1194,321,55,88
941,789,1661,640
1046,990,283,19
243,812,1369,687
1266,1922,538,1331
1540,447,1430,1243
963,11,1610,667
459,1369,1707,1139
984,980,441,146
171,1894,761,1454
397,1725,1546,854
1684,1344,323,1936
561,259,1574,1506
1335,689,1955,190
1744,239,1807,543
1194,665,268,1905
438,311,1372,373
1679,741,72,75
61,46,1930,900
1743,246,189,1257
185,137,1238,684
956,1679,1299,64
645,289,1093,324
1697,483,1065,1484
1954,1298,132,791
1118,1343,1548,9
1170,297,474,851
748,1927,1882,333
1488,904,1859,1131
1511,272,1517,1787
1787,121,1863,175
1455,1825,676,1812
1252,186,980,139
427,1271,130,1288
1627,807,1588,1904
263,532,1409,1770
453,1630,805,779
988,10,230,1940
1067,856,1022,139
1389,8,1846,1837
1121,1747,482,1494
1373,187,642,656
753,1473,889,1355
1789,1490,1972,585
849,1260,909,1843
1838,241,1585,721
1502,713,1016,421
390,868,1380,648
902,1979,565,576
104,455,128,1881
1915,962,1884,482
8,1085,498,1926
748,1944,1269,1379
193,771,1668,331
811,1646,414,598
1441,1583,303,286
1464,1795,1858,1760
1908,907,398,1373
1286,678,859,1520
217,691,914,1534
1959,50,1721,840
72,1688,1759,505
119,1335,1765,1821
1122,1254,472,1939
1284,613,446,1999
496,602,46,820
93,166,1834,1818
548,110,545,962
827,154,1357,1918
1573,1167,389,854
1331,1760,1161,1075
22,1795,1322,1618
981,1166,907,1203
1984,325,1873,913
747,1708,454,247
475,707,1810,589
1720,780,49,1546
277,1915,222,725
1598,569,1039,946
1498,1338,1928,631
1051,1492,602,1499
842,262,1061,893
147,1737,1341,1189
236,1984,702,241
18,265,1169,758
410,1740,1979,1030
1398,1313,980,955
624,511,1507,999
972,916,119,366
53,1567,1845,1159
1113,1,1671,1448
675,1181,1252,1699
1712,1860,391,295
297,1187,1546,817
1915,505,808,399
1792,626,1449,1480
1169,165,170,287
1049,267,237,28
809,507,729,1495
1170,1266,545,1507
1010,1731,1165,967
1433,1748,553,461
1524,1436,230,1281
1635,1869,1444,1095
1767,1856,612,1190
1312,642,1368,333
1483,1278,215,348
880,1210,1671,1688
915,712,87,1284
188,324,1507,1849
204,1218,307,396
1345,1491,1869,1175
190,1625,104,173
719,1956,1471,1562
1102,1064,784,824
1258,1894,901,590
1185,1935,1484,1844
1164,54,855,1481
266,1063,1077,1969
168,932,1474,703
1116,1942,987,1047
0,900,536,218
103,701,958,386
560,1860,1230,1117
928,835,955,88
1605,1728,1366,93
821,1412,765,1594
165,1926,1348,1817
1688,1424,98,712
210,1333,41,1789
746,1011,330,853
812,1817,983,450
1246,765,49,1922
116,1464,1925,671
116,458,812,53
490,957,778,912
51,724,1530,273
530,1440,1966,913
1809,68,372,321
107,1281,866,238
660,828,320,753
1734,1629,645,937
1254,129,726,986
947,1457,1641,902
1422,1864,1302,1308
150,460,808,757
1778,833,86,738
1796,1905,621,924
147,837,126,1216
654,713,497,616
1810,1975,1766,1812
1177,590,1633,910
1573,392,153,1452
1237,1563,587,271
666,1961,978,193
1745,985,1318,1307
887,387,701,168
1972,59,5,671
477,42,54,995
516,301,229,352
43,1436,771,209
1299,1004,1630,1408
60,769,392,305
1782,560,634,1975
593,1814,1678,1721
269,1904,1442,1490
416,1359,1447,947
602,1537,705,1214
446,774,1098,794
1176,1169,1313,1826
501,608,1955,447
1548,139,1820,1814
1213,1991,1311,1847
1365,972,176,543
558,957,1750,359
944,1542,1372,1622
1436,723,1498,374
1779,1743,1212,1941
226,1282,708,469
878,1935,64,69
36,1444,634,205
687,1811,1593,382
1465,1265,1017,432
1546,1191,146,260
1061,1687,595,1394
1682,1766,1137,824
64,1606,455,551
1597,127,736,1742
966,1766,381,1697
881,1137,988,1667
1332,1618,801,1083
1663,1948,1282,1522
323,952,967,1635
968,1963,178,641
142,1078,1659,1058
1777,425,1771,1194
1856,1316,345,703
255,1582,16,301
1204,1707,1352,312
257,143,425,548
593,92,1497,1748
178,687,1889,566
509,1441,1914,1882
1247,1729,670,1447
1462,1849,1058,689
403,1179,299,434
93,1959,1412,1718
1576,238,1816,1397
182,169,1827,1866
468,157,1793,147
198,1239,685,1693
97,177,1712,972
104,917,1640,354
406,164,317,635
1844,188,595,1581
304,1062,1932,481
110,232,617,1967
285,634,295,72
419,741,274,22
111,1767,72,90
1075,1234,1140,300
695,1905,281,144
731,1801,1388,1015
1258,537,681,840
625,797,340,1724
1995,855,1128,576
549,947,1109,175
1336,1109,1619,233
10,1681,880,649
1051,466,898,1016
174,1198,1560,674
318,1298,351,207
1023,1587,1809,752
77,247,608,129
1186,1495,874,25
271,491,753,1330
1833,1589,1953,251
988,671,1703,1739
464,957,914,513
1284,1583,799,1224
1906,477,591,1745
1978,1276,1608,1879
601,1797,1513,404
580,1848,1879,259
637,360,1591,1462
1619,1718,1805,1276
432,1945,797,627
144,853,1890,732
622,348,3,808
1452,441,1658,1531
1081,53,1234,1261
1782,1634,133,837
905,625,1427,99
779,1897,382,1908
689,1840,292,732
1762,1562,501,1744
1043,1279,1377,895
250,64,290,395
1895,729,1022,1645
1397,1744,716,12
1883,998,1536,1788
1154,1575,1178,1079
175,1583,375,911
46,379,1604,202
1755,227,988,1877
1876,388,1479,973
706,231,1253,1680
1955,1221,486,645
995,225,495,1577
538,464,1073,524
1251,424,102,488
1681,163,121,1162
1302,719,1637,395
2,591,1630,1566
1109,1184,988,1055
337,1894,1387,878
1284,1893,722,1230
1401,66,1616,918
981,882,1255,1084
741,1320,1771,1644
88,771,665,438
493,1339,822,1701
303,961,980,1324
1101,573,1169,1083
932,325,1204,1125
876,558,1438,828
1601,882,1438,1595
1090,1351,232,1585
584,1721,510,460
395,1653,1456,300
1400,860,930,577
326,1545,1986,1060
1234,1307,1253,833
862,1148,1709,307
1844,1243,333,742
992,894,1114,1011
1549,944,125,1671
1339,1625,1930,1883
875,1901,1952,1163
1143,1142,986,1670
1848,787,887,72
27,1097,1791,60
275,374,180,1201
154,1917,1027,1553
98,1226,1825,1940
366,1099,354,1649
562,260,1431,715
433,1707,289,161
1219,1731,1036,61
523,1589,717,1414
1384,1614,221,1547
1395,1121,1228,269
164,557,1910,1872
612,1783,628,1420
357,1743,1309,1619
1960,124,1130,47
711,702,690,855
1938,584,1460,1592
1641,1389,1235,200
597,1568,515,626
1512,84,1152,1898
1362,580,1511,336
1861,1366,223,232
143,1451,1443,938
1058,484,1730,655
987,1571,724,611
609,650,859,1365
777,294,1815,689
354,1674,553,1019
650,177,495,199
407,1402,619,1824
1755,248,1710,94
1010,1715,888,1972
461,151,186,407
91,782,1467,485
1265,1709,1313,1444
1952,472,839,114
1685,1432,561,1685
932,592,232,1092
492,1892,1377,354
1614,1150,1789,1314
102,1132,395,773
1328,1193,801,1504
556,463,1541,1670
109,1553,1976,605
1698,649,1549,1041
1317,646,435,965
687,1829,1292,294
1406,1484,1498,1696
1343,255,1215,857
200,972,1262,311
1407,1243,155,750
593,923,1316,1114
839,645,1545,119
1303,1174,618,1358
920,1251,1639,1029
382,485,1954,1493
664,81,850,1832
374,715,46,1632
572,1993,1272,792
564,1089,1725,48
1732,1107,107,1534
577,802,734,1777
1009,606,400,1111
205,729,1245,1360
395,151,330,1984
582,1615,714,441
1661,573,445,1360
1599,26,130,1307
467,502,1416,1862
966,821,314,263
1505,370,527,1025
1936,1492,719,36
132,437,1721,463
2,1868,424,1468
1914,1636,1336,1168
1591,1737,894,85
1990,157,1955,1329
1700,731,1968,1431
438,959,1911,1675
1285,66,1486,1367
1146,191,598,270
32,1995,174,182
1624,1265,909,1416
413,631,775,654
672,363,1830,774
111,1775,1110,1359
1461,775,1216,1340
676,838,1766,1050
289,1010,1784,907
770,1785,64,296
175,281,1478,1568
958,1584,1066,1683
425,545,1112,839
1615,1169,1117,1834
751,1440,886,940
1518,876,1613,1009
40,1832,334,1768
1535,1310,1561,402
1871,1317,800,1118
1318,403,27,887
542,1252,1642,8
1664,143,1942,865
873,946,1063,8
519,742,43,1453
1438,889,659,1081
1507,664,740,1011
1008,511,1516,1425
848,1367,690,705
1829,1831,1691,1803
1992,1409,745,1206
1995,569,1550,1687
1406,921,703,1314
1572,1425,1308,1920
1529,255,1038,991
66,1903,1703,368
622,1270,529,1025
69,1003,1770,1527
465,1757,583,1518
553,1549,1866,1207
162,1452,1304,1670
1636,1453,1000,844
655,73,424,103
1023,1731,785,1373
783,1453,1715,1530
489,924,928,1664
869,636,292,530
411,1647,544,519
173,268,151,1416
805,373,984,792
1796,630,590,846
1035,1434,824,433
1009,1570,1847,490
107,1025,903,477
1149,37,596,134
1496,634,1204,1152
213,87,1002,762
49,717,1743,7
1653,370,1202,1017
84,1878,116,788
1558,1393,1940,687
1911,1089,640,295
1039,1383,1175,695
1425,532,344,1017
221,148,1144,371
86,320,356,1311
1846,276,721,1545
791,679,718,298
904,932,1040,448
1323,1169,1835,1554
1123,1114,80,1304
430,1682,1452,1724
265,1184,565,42
1111,159,1419,1850
940,143,1441,12
1536,1068,1931,74
1771,1810,838,64
614,1390,163,1961
1440,543,1,1445
327,1652,899,1767
831,1410,1090,451
811,1253,1028,85
1591,558,260,1087
1430,379,1035,1188
1869,1900,1400,719
1289,1564,1687,1252
1488,536,396,296
1643,1757,1904,1143
240,853,973,1361
284,1661,74,491
1432,1053,520,1683
1548,1433,400,1253
1326,632,995,1314
1887,1023,1869,1516
667,1642,274,1385
1946,1542,1225,853
290,459,1261,142
1564,1167,1240,1571
932,843,1556,571
1631,883,374,742
1819,1972,1797,171
990,44,793,701
478,441,144,1171
285,1984,1013,1572
445,1745,423,551
1425,809,1691,1024
1969,1246,1088,690
1435,600,651,1466
1374,699,52,344
777,555,1707,17
842,974,1103,410
1720,227,39,664
535,274,326,45
749,1456,1111,1240
1677,696,1568,113
1743,1720,158,1401
1996,1518,1239,1893
59,1252,1406,1341
1963,497,1647,1164
447,1161,1325,1093
1378,151,502,267
1791,1316,703,241
429,1955,1324,349
1416,1393,152,870
1716,140,652,341
1717,1093,1025,1452
818,1921,433,1815
931,684,380,1520
1700,614,451,1266
1656,1288,481,813
1073,1924,746,516
1461,247,1106,1881
1545,317,222,1509
1013,859,1634,44
1848,1602,92,1078
131,1022,1097,423
493,910,1402,1665
1710,1624,1662,1275
1537,332,1259,834
450,251,115,1799
975,922,1336,790
1770,462,1663,1971
1722,1307,1972,900
1945,1815,236,143
1242,915,771,93
939,1261,3,935
1698,1398,1446,1386
1458,1005,1262,739
287,582,1713,283
1400,115,883,1419
124,448,108,564
1080,1550,1658,1295
1992,1430,280,1139
1624,157,1914,467
1487,394,152,949
1794,271,422,392
1920,270,879,792
499,1676,30,1943
112,1569,320,149
1067,1314,675,49
1821,416,622,1668
127,577,1521,936
463,1359,1115,1044
478,620,1521,201
941,279,1119,145
549,1488,931,1607
869,1741,202,1686
1001,1519,1816,133
1777,895,1756,1009
1938,247,1885,1168
844,1039,512,1787
575,1921,938,1846
1235,450,1263,87
1128,418,68,1972
959,868,5,1637
1242,1980,627,35
686,68,722,317
1943,1081,179,487
231,945,617,330
1766,101,1976,273
596,1300,140,1061
1142,452,1367,1130
880,1551,806,1475
750,1773,1153,163
169,1963,924,572
167,1870,402,1463
1351,364,602,538
757,1018,1888,1712
607,1046,570,1728
322,927,848,1142
617,1022,1004,711
623,1987,1100,209
1678,1603,1096,576
1355,554,864,1739
755,531,399,12
1086,1016,230,201
1158,65,1672,1087
224,717,253,1768
923,976,1386,208
68,1566,1915,1072
911,425,910,1760
1394,1379,1856,1826
842,623,775,1737
800,240,1234,1885
135,1437,473,1262
922,7,573,237
1847,1841,1843,1139
198,408,578,680
422,1062,1919,1478
836,1977,521,883
439,1532,929,24
921,737,1793,1219
578,249,1746,768
1207,117,224,1281
1990,1099,1835,1623
1378,184,1271,736
534,643,643,812
1320,883,947,391
1859,975,1771,1060
1529,75,1189,1473
26,165,1453,597
614,1929,56,1665
239,1397,1113,1734
422,1298,265,1027
417,496,974,1266
1348,229,394,1583
162,1650,544,1619
339,838,10,892
1339,1669,563,1453
